time,open,high,low,close,volume
2025-03-05 18:00:00+00:00,89690.1,89729.4,89418.2,89679.5,10.14436263
2025-03-05 18:05:00+00:00,89679.5,89942.1,88881.0,89051.7,31.79029631
2025-03-05 18:10:00+00:00,89060.7,89468.5,89051.8,89245.4,14.94868384
2025-03-05 18:15:00+00:00,89253.5,89437.8,89027.0,89187.3,14.46280285
2025-03-05 18:20:00+00:00,89187.3,89406.0,89176.7,89405.9,8.99267063
2025-03-05 18:25:00+00:00,89406.0,89472.9,89225.0,89398.5,7.23228861
2025-03-05 18:30:00+00:00,89404.9,89404.9,88984.0,89184.9,11.14130234
2025-03-05 18:35:00+00:00,89185.0,89336.8,89076.0,89271.1,9.24635167
2025-03-05 18:40:00+00:00,89282.3,89290.7,89049.6,89058.5,5.10769717
2025-03-05 18:45:00+00:00,89058.4,89332.9,89031.7,89302.6,9.08564068
2025-03-05 18:50:00+00:00,89294.3,89595.3,89283.8,89494.9,9.88396213
2025-03-05 18:55:00+00:00,89494.9,89796.5,89480.0,89711.8,7.84864691
2025-03-05 19:00:00+00:00,89711.9,90034.1,89622.5,90004.7,9.63903568
2025-03-05 19:05:00+00:00,90004.6,90140.0,89850.2,89962.1,13.67407363
2025-03-05 19:10:00+00:00,89982.8,89996.8,89756.1,89902.3,8.08515016
2025-03-05 19:15:00+00:00,89917.7,89985.3,89552.2,89613.2,10.91808052
2025-03-05 19:20:00+00:00,89624.2,90077.0,89595.4,90049.2,7.40687822
2025-03-05 19:25:00+00:00,90041.8,90056.8,89756.7,89756.7,10.49979416
2025-03-05 19:30:00+00:00,89750.1,89809.1,89640.0,89657.0,6.82780241
2025-03-05 19:35:00+00:00,89645.8,89685.5,89471.3,89572.7,5.99974734
2025-03-05 19:40:00+00:00,89572.7,89894.9,89554.6,89853.4,7.13396794
2025-03-05 19:45:00+00:00,89870.5,89954.3,89785.8,89877.7,7.20322146
2025-03-05 19:50:00+00:00,89877.8,89984.3,89761.7,89865.6,5.28158772
2025-03-05 19:55:00+00:00,89865.6,89962.9,89738.3,89745.3,5.59452836
2025-03-05 20:00:00+00:00,89745.3,90061.4,89745.3,89980.3,5.20590116
2025-03-05 20:05:00+00:00,89984.4,90263.7,89969.8,90208.8,6.65875895
2025-03-05 20:10:00+00:00,90208.8,90208.8,90003.6,90090.9,5.18878319
2025-03-05 20:15:00+00:00,90096.9,90099.1,89751.6,89833.7,6.66695562
2025-03-05 20:20:00+00:00,89833.8,89876.9,89681.4,89807.6,6.11550192
2025-03-05 20:25:00+00:00,89807.6,90080.0,89800.0,90011.1,8.47704451
2025-03-05 20:30:00+00:00,90007.6,90197.0,89906.5,90197.0,10.90476629
2025-03-05 20:35:00+00:00,90197.1,90337.5,90053.9,90087.6,9.62405019
2025-03-05 20:40:00+00:00,90076.5,90347.9,90067.8,90347.9,7.7897391
2025-03-05 20:45:00+00:00,90347.9,90430.6,90273.4,90387.3,10.13360431
2025-03-05 20:50:00+00:00,90387.3,90470.0,90228.4,90464.5,6.29779321
2025-03-05 20:55:00+00:00,90464.5,90567.1,90295.8,90493.4,7.52278345
2025-03-05 21:00:00+00:00,90499.6,90526.1,90222.4,90257.7,5.17414411
2025-03-05 21:05:00+00:00,90264.1,90462.6,90118.1,90462.6,5.20146844
2025-03-05 21:10:00+00:00,90462.7,90683.2,90279.1,90289.4,5.88535623
2025-03-05 21:15:00+00:00,90315.6,90417.2,90146.7,90214.1,3.86337985
2025-03-05 21:20:00+00:00,90214.1,90243.0,89937.0,90072.0,12.7823013
2025-03-05 21:25:00+00:00,90072.1,90282.3,90055.0,90273.0,5.29426039
2025-03-05 21:30:00+00:00,90272.8,90277.0,89992.5,90044.1,7.12944501
2025-03-05 21:35:00+00:00,90044.2,90136.6,89951.5,90113.0,4.00241447
2025-03-05 21:40:00+00:00,90113.1,90220.8,90097.8,90161.7,3.06782098
2025-03-05 21:45:00+00:00,90161.6,90175.3,90027.1,90175.2,5.45435761
2025-03-05 21:50:00+00:00,90168.6,90430.5,90168.5,90347.8,4.96187398
2025-03-05 21:55:00+00:00,90347.9,90491.9,90299.3,90374.3,4.91547511
2025-03-05 22:00:00+00:00,90374.3,90470.1,90216.9,90252.4,9.45626174
2025-03-05 22:05:00+00:00,90252.4,90386.9,90252.4,90253.7,5.7557139
2025-03-05 22:10:00+00:00,90253.7,90269.3,90174.8,90269.3,5.45513743
2025-03-05 22:15:00+00:00,90269.3,90347.1,90160.3,90168.4,4.66047232
2025-03-05 22:20:00+00:00,90157.7,90176.1,90067.5,90111.7,2.37855768
2025-03-05 22:25:00+00:00,90111.7,90205.1,90019.4,90020.7,1.55451396
2025-03-05 22:30:00+00:00,90030.8,90193.8,90030.7,90167.7,1.52647098
2025-03-05 22:35:00+00:00,90178.1,90309.8,90101.2,90101.2,1.86919778
2025-03-05 22:40:00+00:00,90107.0,90253.7,90107.0,90253.7,1.71854331
2025-03-05 22:45:00+00:00,90254.5,90322.5,90254.4,90322.5,0.89840358
2025-03-05 22:50:00+00:00,90322.5,90364.7,90311.7,90364.6,3.01701674
2025-03-05 22:55:00+00:00,90364.6,90540.6,90364.6,90441.8,4.30584125
2025-03-05 23:00:00+00:00,90441.8,90587.0,90404.7,90550.9,12.19629893
2025-03-05 23:05:00+00:00,90559.1,90559.1,90348.9,90389.3,2.97210989
2025-03-05 23:10:00+00:00,90389.3,90490.7,90338.3,90349.4,3.40733641
2025-03-05 23:15:00+00:00,90357.0,90524.5,90357.0,90391.2,1.82973912
2025-03-05 23:20:00+00:00,90384.2,90396.1,90304.2,90369.3,1.45283075
2025-03-05 23:25:00+00:00,90376.4,90607.3,90367.0,90539.9,1.83490706
2025-03-05 23:30:00+00:00,90539.9,90782.6,90539.9,90666.2,3.78539452
2025-03-05 23:35:00+00:00,90666.2,90716.0,90541.8,90704.8,3.75484819
2025-03-05 23:40:00+00:00,90688.3,90881.8,90646.1,90866.8,4.65105767
2025-03-05 23:45:00+00:00,90855.0,91047.3,90727.3,90789.7,20.44275096
2025-03-05 23:50:00+00:00,90794.0,90813.3,90586.5,90622.1,5.36746937
2025-03-05 23:55:00+00:00,90627.2,90656.6,90547.2,90610.9,3.56866113
